Listing cat.,Major group,Scientific name,Common name,Type of non-nativity of English population,Pathway of introduction,Pathway details,Native range (continent),Native range (area),Comments,References,Place first record outside captivity or cultivation,Date of introduction (1),Date of introduction (2),Date first wild report,Persistence in wild,Distr_NE_CN,Distr_NW_SN,Distr_Yo_EC,Distr_EM_WC,Distr_WM_BC,Distr_EE_NC,Distr_SE_SC,Distr_SW_IS,Distr_Lo,English as proportion,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Current trend,Direct economic value,Economic impact,Modeofeconimpact,Conservation status,Environmental impact,Modeofenvironimpact,Population trend (20 yr),Control methods,Other info,BRC number,NBN system number,Date1,Date2,Date3,Date,Compiler,Institution
VD,77,Lychnis chalcedonica,Maltese-Cross,I,,,"Eur, As",,,Preston et al. (2002) CD only,(v.-c.21),1596,,1902,C,,,Yo,EM,WM,(EE),SE,SW,(Lo),,,,,,,,,,,,,,,,0920  8122,NHMSYS0000460503,1596,,1902,1596,CDP,BRC
VD,77,Lysichiton camtschatcensis,Asian Skunk-cabbage,I,E,Introduced for horticulture,As,Eastern Asia,,Preston et al. (2002) CD only,(v.-c.17),1886,,1948,E,,,,,,,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7445,NHMSYS0000344704,1886,,1948,1886,CDP,BRC
VD,77,Lysimachia terrestris,Lake Loosestrife,I,E,Introduced for horticulture,NAm,,,Preston et al. (2002) CD only,(v.-c.69),1781,,1883,E,,NW,,,,,(SE),,,,,,,,,,,,,,,,,,0920  1224,NHMSYS0100001992,1781,,1883,1781,CDP,BRC
VD,77,Lythrum junceum,False Grass-poly,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.38),1800,,1875,C,NE,NW,(Yo),EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  4432,NBNSYS0000004767,1800,,1875,1800,CDP,BRC
VD,77,Macleaya cordata x microcarpa (M. x kewensis),,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002) CD only,(v.-c.23),,,1957,P,,,,,,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7446,,,,1957,1957,CDP,BRC
VD,77,Mahonia aquifolium x repens (M. x decumbens),,I,E,Introduced for horticulture,"AgrHort, NAm",,,Preston et al. (2002) CD only,(v.-c.33),,,1973,E,,,,,,EE,,,,,,,,,,,,,,,,,,,0920  7447,,,,1973,1973,CDP,BRC
VD,77,Maianthemum kamtschaticum,False Lily-of-the-valley,I,E,Introduced for horticulture,"NAm, As","Western N America, E Asia",,Preston et al. (2002) CD only,(v.-c.5),,,1983,E,,NW,Yo,,,,,SW,,,,,,,,,,,,,,,,,0920  3490,NHMSYS0100001997,,,1983,1983,CDP,BRC
VD,77,Malcolmia maritima,Virginia Stock,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.17),1713,,1863P,C,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  4515,NHMSYS0000460563,1713,,1863,1713,CDP,BRC
VD,77,Malus atrosanguinea x niedzwetzkyana (M. x purpurea),,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002) CD only,(v.-c.16),1900,,1982P,P,,,Yo,,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7448,,1900,,1982,1900,CDP,BRC
VD,77,Malva alcea,Greater Musk-mallow,I,,,Eur,,,Preston et al. (2002) CD only,,1597,,1905P,E,,,Yo,EM,,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7449,NHMSYS0000344717,1597,,1905,1597,CDP,BRC
VD,77,Malva nicaeensis,French Mallow,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.17),,,1859P,C,,NW,Yo,EM,(WM),EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  2424,NBNSYS0000003132,,,1859,1859,CDP,BRC
VD,77,Malva parviflora,Least Mallow,I,,,Eur,,,Preston et al. (2002),(v.-c.17),1779,,1859P,C,NE,(NW),Yo,(EM),WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  1234,NHMSYS0000344719,1779,,1859,1779,CDP,BRC
VD,77,Malva verticillata,Chinese Mallow,I,,,As,Eastern Asia,,Preston et al. (2002) CD only,(v.-c.18),1683,,1799,C,,(NW),Yo,(EM),,EE,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  1237,NHMSYS0000344721,1683,,1799,1683,CDP,BRC
VD,77,Matthiola longipetala,Night-scented Stock,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.83),1818,,1904,C,NE,NW,,EM,(WM),EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  4356,NBNSYS0000034364,1818,,1904,1818,CDP,BRC
VD,77,Medicago laciniata,Tattered Medick,I,,,Eur,N Africa,,Preston et al. (2002) CD only,Twerton (6),1683,,1897,C,,NW,Yo,,(WM),EE,SE,(SW),(Lo),,,,,,,,,,,,,,,,0920  8132,NHMSYS0000460635,1683,,1897,1683,CDP,BRC
VD,77,Medicago praecox,Early Medick,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.79),1820,,1909,C,,NW,Yo,,(WM),EE,SE,(SW),,,,,,,,,,,,,,,,,0920  8133,NBNSYS0000014518,1820,,1909,1820,CDP,BRC
VD,77,Medicago truncatula,Strong-spined Medick,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.17),1730,,1863P,C,,NW,Yo,(EM),(WM),EE,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  8134,NHMSYS0000460644,1730,,1863,1730,CDP,BRC
VD,77,Melilotus sulcatus,Furrowed Melilot,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.17),1798,,1859P,C,NE,(NW),Yo,,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  8135,NBNSYS0000014321,1798,,1859,1798,CDP,BRC
VD,77,Mentha longifolia x suaveolens (M. x rotundifolia),,I,,,Eur,,,Preston et al. (2002),(v.-c.54),,,1900,P,NE,NW,Yo,EM,WM,EE,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  2630,,,,1900,1900,CDP,BRC
VD,77,Mimulus cupreus x guttatus x luteus (M. x polymaculus ined.),,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002) CD only,(v.-c.69),,,1974,E,NE,NW,,,,,SE,,,,,,,,,,,,,,,,,,0920  4330,,,,1974,1974,CDP,BRC
VD,77,Mimulus cupreus x luteus (M. x maculosus),,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002) CD only,"R.Tweed, nr Peebles (78)",1863,,1963,E,NE,NW,,,,,,SW,,,,,,,,,,,,,,,,,0920  7450,,1863,,1963,1863,CDP,BRC
VD,77,Misopates calycinum,Pale Weasel's-snout,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.34),1810,,1904,C,,,Yo,(EM),WM,,SE,SW,Lo,,,,,,,,,,,,,,,,0920  8138,NBNSYS0000034072,1810,,1904,1810,CDP,BRC
VD,77,Monsonia brevirostrata,Short-fruited Dysentery-herb,I,,,Afr,S Africa,,Preston et al. (2002) CD only,(v.-c.79),,,1914,C,,,(Yo),,(WM),EE,SE,,,,,,,,,,,,,,,,,,0920  8139,NHMSYS0000460766,,,1914,1914,CDP,BRC
VD,77,Montia parvifolia,Small-leaved Blinks,I,,,NAm,Western N America,,Preston et al. (2002) CD only,(v.-c.60),,,1913<,X,,(NW),,,,,,,,,,,,,0,,,,,,,0,,,0920  7451,NHMSYS0000460774,,,1913,1913,CDP,BRC
VD,77,Morus nigra,Black Mulberry,I,,,As,,,Preston et al. (2002) CD only,(v.-c.17),1548,,1961,E,,,Yo,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7452,NHMSYS0000344770,1548,,1961,1548,CDP,BRC
VD,77,Muscari botryoides,Compact Grape-hyacinth,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,Oxford (23),1596,,1962,E,NE,,,,WM,EE,SE,SW,,,,,,,,,,,,,,,,,0920  4339,NHMSYS0000460801,1596,,1962,1596,CDP,BRC
VD,77,Myrica pensylvanica,Bayberry,I,E,Introduced for horticulture,NAm,Eastern N America,,Preston et al. (2002) CD only,(v.-c.11),1727,,1934,E,,,,,,,SE,,,,,,,,,,,,,,,,,,0920  1329,NHMSYS0000460829,1727,,1934,1727,CDP,BRC
VD,77,Narcissus bulbocodium,Hoop-petticoat Daffodil,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,,1629,,1905P,E,,,,,,,SE,,Lo,,,,,,,,,,,,,,,,0920  7453,NHMSYS0000344786,1629,,1905,1629,CDP,BRC
VD,77,Narcissus cyclamineus,Cyclamen-flowered Daffodil,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,,1885,,1974,E,,,,,,,SE,SW,,,,,,,,,,,,,,,,,0920  7454,NBNSYS0000164149,1885,,1974,1885,CDP,BRC
VD,77,Narcissus cyclamineus x pseudonarcissus,,I,,,,,,Preston et al. (2002) CD only,,,,,E,,,,,,,SE,,,,,,,,,,,,,,,,,,0920  3491,,,,,,CDP,BRC
VD,77,Narcissus jonquilla x pseudonarcissus (N. x odorus),,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002) CD only,(v.-c.1),1600,1699,1904,E,,,,,,,SE,SW,,,,,,,,,,,,,,,,,0920  1340,,1600,1699,1904,1699,CDP,BRC
VD,77,Narcissus minor,Lesser Daffodil,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.4),1629,,1885,P,,,,,,,,(SW),,,,,,,,,,,,,,,,,0920  3493,NHMSYS0000460855,1629,,1885,1629,CDP,BRC
VD,77,Narcissus papyraceus,Paper-white Daffodil,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,Isles of Scilly (1),1596,,1971P,P,,,,,,,SE,SW,,,,,,,,,,,,,,,,,0920  7455,NHMSYS0000460860,1596,,1971,1596,CDP,BRC
VD,77,Narcissus tazetta,Bunch-flowered Daffodil,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,(v.-c.41),1597,,1876,P,,,,,,EE,SE,SW,,,,,,,,,,,,,,,,,0920  7456,NHMSYS0000344790,1597,,1876,1597,CDP,BRC
VD,77,Narcissus triandrus,Angel's-tears,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,,1629,,1905P,E,,,,,,,SE,,,,,,,,,,,,,,,,,,0920  3494,NHMSYS0000460883,1629,,1905,1629,CDP,BRC
VD,77,Nectaroscordum siculum,Honey Garlic,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,(v.-c.34),1832,,1906,E,,NW,Yo,,,(EE),SE,SW,Lo,,,,,,,,,,,,,,,,0920  5388,NHMSYS0000460941,1832,,1906,1832,CDP,BRC
VD,77,Nepeta nepetella x racemosa (N. x faassenii),,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002),Kingsknowe (83),1784,,1902,P,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7459,,1784,,1902,1784,CDP,BRC
VD,77,Neslia paniculata,Ball Mustard,I,,,Eur,,,Preston et al. (2002),(v.-c.17),1683,,1859,C,(NE),NW,Yo,(EM),WM,EE,(SE),(SW),(Lo),,,,,,,,,,,,,,,,0920  2572,NHMSYS0000460985,1683,,1859,1683,CDP,BRC
VD,77,Nicotiana alata,Sweet Tobacco,I,E,Introduced for horticulture,SAm,,,Preston et al. (2002),Timperley (58),1829,,1912,C,,NW,,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  8145,NBNSYS0000014396,1829,,1912,1829,CDP,BRC
VD,77,Nicotiana alata x forgetiana (N. x sanderae),,I,,,AgrHort,,,Preston et al. (2002) CD only,(v.-c.23),1903,,1965,C,,,,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7870,,1903,,1965,1903,CDP,BRC
VD,77,Nicotiana forgetiana,Red Tobacco,I,E,Introduced for horticulture,SAm,,,Preston et al. (2002) CD only,Isles of Scilly (1),1901,,1994,C,,,,,,EE,SE,SW,,,,,,,,,,,,,,,,,0920  8146,NHMSYS0000461000,1901,,1994,1901,CDP,BRC
VD,77,Nicotiana rustica,Wild Tobacco,I,,,SAm,,,Preston et al. (2002) CD only,(v.-c.21),1570,,1869P,C,,,Yo,,WM,EE,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  8147,NHMSYS0000461005,1570,,1869,1570,CDP,BRC
VD,77,Nicotiana tabacum,Tobacco,I,,,SAm,,,Preston et al. (2002) CD only,Timperley (58),1570,,1912,C,,,,,,,SE,SW,Lo,,,,,,,,,,,,,,,,0920  8149,NHMSYS0000461027,1570,,1912,1570,CDP,BRC
VD,77,Nothofagus nervosa,,I,,,SAm,"Argentina, Chile",,Preston et al. (2002),(v.-c.1),1910,,1956,P,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  4407,NBNSYS0000014731,1910,,1956,1910,CDP,BRC
VD,77,Nothofagus nervosa x obliqua,,I,H,,,,,Preston et al. (2002) CD only,(v.-c.12),,,1978,,,,,,,,SE,SW,,,,,,,,,,,,,,,,,0920  7461,,,,1978,1978,CDP,BRC
VD,77,Nothofagus obliqua,Roble,I,,,SAm,"Argentina, Chile",,Preston et al. (2002),(v.-c.1),1902,,1956,P,,NW,Yo,EM,WM,EE,SE,SW,,,,,,,,,,,,,,,,,0920  4406,NHMSYS0000461098,1902,,1956,1902,CDP,BRC
VD,77,Nothoscordum borbonicum,Honeybells,I,E,Introduced for horticulture,SAm,,,Preston et al. (2002) CD only,[Guernsey (C)],1822,,1930,E,,,,,,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  1354,NBNSYS0000002206,1822,,1930,1822,CDP,BRC
VD,77,Nuphar advena,Spatter-dock,I,E,Introduced for horticulture,NAm,Eastern N America,,Preston et al. (2002) CD only,Kirkhill (96),1772,,1963,E,,,,,WM,EE,SE,,,,,,,,,,,,,,,,,,0920  4501,NHMSYS0000461106,1772,,1963,1772,CDP,BRC
VD,77,Ochagavia carnea,Tresco Rhodostachys,I,,,SAm,Chile,,Preston et al. (2002) CD only,Isles of Scilly (1),1851,,1973,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  7462,NHMSYS0000461125,1851,,1973,1851,CDP,BRC
VD,77,Odontites jaubertianus,French Bartsia,I,T,Mode of introduction unknown,Eur,France,,Preston et al. (2002) CD only,(v.-c.22),,,1945C,E,,,,,,,SE,,,,,,,,,,,,,,,,,,0920  7463,NHMSYS0000461131,,,1945,1945,CDP,BRC
VD,77,Oemleria cerasiformis,Osoberry,I,E,Introduced for horticulture,NAm,Western N America,,Preston et al. (2002) CD only,(v.-c.21),1848,,1977,E,NE,,,,,,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7464,NHMSYS0000461140,1848,,1977,1848,CDP,BRC
VD,77,Oenothera biennis x glazoviana (Oenothera x fallax),,H,H,,,,,Preston et al. (2002),(v.-c.59),,,1892,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,J3,B1,,,,,,,,,,,,0920  2369,,,,1892,1892,CDP,BRC
VD,77,Olearia avicenniifolia x moschata (O. x haastii),,I,E,Introduced for horticulture,Aus,New Zealand,,Preston et al. (2002) CD only,(v.-c.74),1858,,1978,P,,,,,,EE,SE,SW,,,,,,,,,,,,,,,,,0920  7473,,1858,,1978,1858,CDP,BRC
VD,77,Olearia macrodonta,New Zealand Holly,I,E,Introduced for horticulture,Aus,New Zealand,,Preston et al. (2002),Tintagel area (2),1873,,1947,P,,NW,,,,EE,,SW,,,,,,,,,,,,,,,,,0920  2620,NBNSYS0000004444,1873,,1947,1873,CDP,BRC
VD,77,Olearia paniculata,Akiraho,I,E,Introduced for horticulture,Aus,New Zealand,,Preston et al. (2002) CD only,[Guernsey (C)],1866,,1969,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  7471,NHMSYS0000461166,1866,,1969,1866,CDP,BRC
VD,77,Olearia traversii,Ake-ake,I,E,Introduced for horticulture,Oce,Chatham Is,,Preston et al. (2002) CD only,[W of Dingle (H1)],1887,,1966,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  7472,NHMSYS0000461168,1887,,1966,1887,CDP,BRC
VD,77,Ononis alopecuroides,Salzmann's Restharrow,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.83),1696,,1904,C,,,,,,EE,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  8156,NHMSYS0100002175,1696,,1904,1696,CDP,BRC
VD,77,Ononis baetica,Andalucian Restharrow,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.62),,,1962,C,,,Yo,,,EE,SE,,,,,,,,,,,,,,,,,,0920  3499,NBNSYS0000034148,,,1962,1962,CDP,BRC
VD,77,Ononis mitissima,Mediterranean Restharrow,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.17),1732,,1865,C,,,(Yo),EM,,EE,SE,,Lo,,,,,,,,,,,,,,,,0920  8157,NHMSYS0000461191,1732,,1865,1732,CDP,BRC
VD,77,Ononis natrix,Yellow Restharrow,I,T,,Eur,,,Preston et al. (2002) CD only,(v.-c.85),1683,,1834,E?,,,,,,,SE,,(Lo),,,,,,,,,,,,,,,,0920  7474,NHMSYS0000344814,1683,,1834,1683,CDP,BRC
VD,77,Onopordum nervosum,Reticulate Thistle,I,,,Eur,"Spain, Portugal",,Preston et al. (2002) CD only,(v.-c.6),1686,,1963,E,,,,,,,SE,,,,,,,,,,,,,,,,,,0920  3506,NHMSYS0100002179,1686,,1963,1686,CDP,BRC
VD,77,Ornithogalum nutans,Drooping Star-of-Bethlehem,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.30),1648,,1805,P,NE,,Yo,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  1394,NHMSYS0000344827,1648,,1805,1648,CDP,BRC
VD,77,Ornithopus compressus,Yellow Serradella,I,T,Probably introduced with wool shoddy,Eur,,,Preston et al. (2002) CD only,(v.-c.59),1730,,1893,E,(NE),,,,,,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  7475,NHMSYS0000344829,1730,,1893,1730,CDP,BRC
VD,77,Ornithopus sativus,Serradella,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.34),1818,,1909,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  7124,NBNSYS0000014022,1818,,1909,1818,CDP,BRC
VD,77,Orobanche crenata,Bean Broomrape,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.34),,,1845,C,,,,EM,,EE,,(SW),,,,,,,,,,,,,,,,,0920  4434,NHMSYS0000461378,,,1845,1845,CDP,BRC
VD,77,Oryzopsis miliacea,Smilo-grass,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.34),,,1927,E,,,(Yo),,,EE,SE,SW,,,,,,,,,,,,,,,,,0920  7476,NHMSYS0000461393,,,1927,1927,CDP,BRC
VD,77,Oscularia deltoides,Deltoid-leaved Dewplant,I,E,Introduced for horticulture,Afr,S Africa,,Preston et al. (2002) CD only,Isles of Scilly (1),1714,,1953,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  2392,NHMSYS0000461397,1714,,1953,1714,CDP,BRC
VD,77,Oxalis dillenii,Sussex Yellow-sorrel,I,,,NAm,Eastern N America,,Preston et al. (2002) CD only,(v.-c.13),1798,,1951,E,,NW,,EM,,EE,SE,,Lo,,,,,,,,,,,,,,,,0920  2517,NBNSYS0000003177,1798,,1951,1798,CDP,BRC
VD,77,Oxalis megalorrhiza,Fleshy Yellow-sorrel,I,E,Introduced for horticulture,SAm,"Chile, Peru",,Preston et al. (2002) CD only,Isles of Scilly (1),1826,,1940,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  2521,NBNSYS0000003179,1826,,1940,1826,CDP,BRC
VD,77,Oxalis rosea,Annual Pink-sorrel,I,E,Introduced for horticulture,SAm,Chile,,Preston et al. (2002) CD only,(v.-c.1),1826,,1931,E,NE,,,EM,,EE,,SW,,,,,,,,,,,,,,,,,0920  7477,NBNSYS0000014959,1826,,1931,1826,CDP,BRC
VD,77,Oxalis tetraphylla,Four-leaved Pink-sorrel,I,E,Introduced for horticulture,SAm,C America,,Preston et al. (2002) CD only,[Jersey (C)],1827,,1917,E,,,(Yo),,,,SE,SW,,,,,,,,,,,,,,,,,0920  2522,NBNSYS0000003183,1827,,1917,1827,CDP,BRC
VD,77,Oxalis valdiviensis,Chilean Yellow-sorrel,I,E,Introduced for horticulture,SAm,Chile,,Preston et al. (2002) CD only,Cambridge (29),1862,,1882,C,,,,(EM),,EE,SE,SW,,,,,,,,,,,,,,,,,0920  2524,NHMSYS0000461429,1862,,1882,1862,CDP,BRC
VD,77,Pachysandra terminalis,Carpet Box,I,E,Introduced for horticulture,As,Japan,,Preston et al. (2002) CD only,(v.-c.16),1882,,1968,E,,,,,,,SE,,,,,,,,,,,,,,,,,,0920  3515,NHMSYS0100002282,1882,,1968,1882,CDP,BRC
VD,77,Paeonia mascula,Peony,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,(v.-c.6),,,1805,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  1423,NHMSYS0000461445,,,1805,1805,CDP,BRC
VD,77,Paeonia officinalis,Garden Peony,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.22),0900,,1650C,P,,NW,,EM,WM,,SE,SW,,,,,,,,,,,,,,,,,0920  3516,NHMSYS0000461446,900,,1650,900,CDP,BRC
VD,77,Pancratium maritimum,Sea Daffodil,I,R,Deliberately planted in the wild,Eur,,,Preston et al. (2002) CD only,(v.-c.3),1579,,1993,P,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  3517,NHMSYS0100002286,1579,,1993,1579,CDP,BRC
VD,77,Panicum capillare,Witch-grass,I,,,NAm,,,Preston et al. (2002),(v.-c.33),1758,,1867,C,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  3250,NHMSYS0000461472,1758,,1867,1758,CDP,BRC
VD,77,Panicum dichotomiflorum,Autumn Millet,I,,,"NAm, SAm",,,Preston et al. (2002) CD only,(v.-c.21),,,1945,C,,,Yo,,,EE,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  3249,NHMSYS0000461474,,,1945,1945,CDP,BRC
VD,77,Panicum schinzii,Transvaal Millet,I,,,Afr,,,Preston et al. (2002) CD only,Hertford (20),,,1918,C,,(NW),(Yo),(EM),(WM),EE,SE,(SW),(Lo),,,,,,,,,,,,,,,,0920  3248,NHMSYS0000461481,,,1918,1918,CDP,BRC
VD,77,Papaver somniferum subsp. setigerum,,I,,,Eur,,,Preston et al. (2002) CD only,Smitham Bottom (17),,,1850,C,,,,(EM),,EE,SE,,,,,,,,,,,,,,,,,,0920  1431.2,,,,1850,1850,CDP,BRC
VD,77,Parietaria officinalis,Eastern Pellitory-of-the-wall,I,,,Eur,,,Preston et al. (2002) CD only,(v.-c.18),,,1966,E,,,,,,EE,,,Lo,,,,,,,,,,,,,,,,0920  3518,NHMSYS0100002300,,,1966,1966,CDP,BRC
VD,77,Parthenocissus inserta,False Virginia-creeper,I,E,Introduced for horticulture,NAm,,,Preston et al. (2002),(v.-c.41),1823,,1948,P,,NW,,,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7478,NHMSYS0000461525,1823,,1948,1823,CDP,BRC
VD,77,Parthenocissus tricuspidata,Boston-ivy,I,E,Introduced for horticulture,As,Eastern Asia,,Preston et al. (2002) CD only,(v.-c.21),1862,,1928P,P,,NW,Yo,EM,WM,,SE,SW,Lo,,,,,,,,,,,,,,,,0920  1439,NHMSYS0000461528,1862,,1928,1862,CDP,BRC
VD,77,Paspalum distichum,Water Finger-grass,I,,,Wid,,,Preston et al. (2002) CD only,(v.-c.41),1776,,1924,E,,(NW),Yo,,,,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7479,NHMSYS0000345469,1776,,1924,1776,CDP,BRC
VD,77,Paulownia tomentosa,Foxglove-tree,I,E,Introduced for horticulture,As,China,,Preston et al. (2002) CD only,(v.-c.21),1840,,1995,P,,,,,,,SE,SW,Lo,,,,,,,,,,,,,,,,0920  8160,NBNSYS0000033831,1840,,1995,1840,CDP,BRC
VD,77,Pelargonium tomentosum,Peppermint-scented Geranium,I,E,Introduced for horticulture,Afr,S Africa,,Preston et al. (2002) CD only,Isles of Scilly (1),1790,,1938,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  7480,NBNSYS0000014579,1790,,1938,1790,CDP,BRC
VD,77,Pericallis hybrida,Cineraria,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002) CD only,(v.-c.1),1839,,1971,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  7481,NHMSYS0000461585,1839,,1971,1839,CDP,BRC
VD,77,Persicaria mollis,Soft Knotweed,I,E,Introduced for horticulture,As,Himalaya,,Preston et al. (2002) CD only,(v.-c.98),1840,,1956,E,,,,EM,,,SE,,,,,,,,,,,,,,,,,,0920  2442,NHMSYS0000461608,1840,,1956,1840,CDP,BRC
VD,77,Persicaria nepalensis,Nepal Persicaria,I,,,As,Himalaya,,Preston et al. (2002) CD only,(v.-c.5),1917,,1963,E,,,,,,,,SW,,,,,,,,,,,,,,,,,0920  7482,NHMSYS0000461609,1917,,1963,1917,CDP,BRC
VD,77,Persicaria pensylvanica,Pinkweed,I,,,NAm,Eastern N America,,Preston et al. (2002) CD only,(v.-c.21),1800,,1870,C,,NW,(Yo),,,EE,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  7483,NHMSYS0000461610,1800,,1870,1800,CDP,BRC
VD,77,Persicaria sagittata,American Tear-thumb,I,,,"NAm, As?",,,Preston et al. (2002) CD only,[(v.-c.H1)],1759,,1889,C,,,,,,(EE),,(SW),,,,,,,,,,,,,,,,,0920  1542,NHMSYS0000461613,1759,,1889,1759,CDP,BRC
VD,77,Persicaria weyrichii,Chinese Knotweed,I,E,Introduced for horticulture,As,Eastern Asia,,Preston et al. (2002) CD only,(v.-c.70),1917,,1978,E,,NW,,,WM,,,,,,,,,,,,,,,,,,,,0920  2432,NHMSYS0000461616,1917,,1978,1917,CDP,BRC
VD,77,Petrorhagia saxifraga,Tunicflower,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002) CD only,(v.-c.9),1774,,1893,C,,,,,(WM),EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  5409,NHMSYS0000345487,1774,,1893,1774,CDP,BRC
VD,77,Petunia axillaris x integrifolia (P. x hybrida),,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002),(v.-c.21),1837,,1948,C,,,,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  7872,,1837,,1948,1837,CDP,BRC
VD,77,Phacelia tanacetifolia,Phacelia,I,,,NAm,California,,Preston et al. (2002),(v.-c.63),1832,,1885,C,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,,,,,,,,,,,0920  4409,NBNSYS0000033486,1832,,1885,1832,CDP,BRC
VD,77,Phalaris brachystachys,Confused Canary-grass,I,,,Eur,,,Preston et al. (2002) CD only,,,,1908P,C,,(NW),(Yo),,,EE,SE,(SW),(Lo),,,,,,,,,,,,,,,,0920  3001,NBNSYS0000034036,,,1908,1908,CDP,BRC
VD,77,Phalaris paradoxa,Awned Canary-grass,I,,,Eur,,,Preston et al. (2002),(v.-c.66),1687,,1832,C,(NE),(NW),Yo,EM,WM,EE,SE,SW,(Lo),,,,,,,,,,,,,,,,0920  1457,NHMSYS0000345495,1687,,1832,1687,CDP,BRC
